"","id","vintage_year","monthly_installment","loan_balance","bureau_score","num_bankrupt_iva","time_since_bankrupt","num_ccj","time_since_ccj","ccj_amount","num_bankrupt","num_iva","min_months_since_bankrupt","pl_flag","region","ltv","arrears_months","origination_date","maturity_date","repayment_type","arrears_status","arrears_segment","mob","remaining_mat","loan_term","live_status","repaid_status","month","arrears_event","bankrupt_event","term_expiry_event","worst_arrears_status","max_arrears_12m","recent_arrears_date","months_since_2mia","avg_mia_6m","max_arrears_bal_6m","max_mia_6m","avg_bal_6m","avg_bureau_score_6m","cc_util","annual_income","emp_length","months_since_recent_cc_delinq","default_event","default_flag"
"33",4535656,2003,387.3,102889.71,"318","0","0","1","65","16380","0","0","0",0,"r_e",0.3653,0.0798,2003-07-02,2028-07-31,"IO",2,1,146,154,25,1,0,9,0,0,0,1,0.8149,"NA","NA",0,212,0,102956,"266",0.446,67975,9,7,0,1
"34",6317615,2007,448.49,81019.68,"195","0","0","0","0","0","0","0","0",1,"r_c",0.8336,0,2007-05-08,2042-05-31,"Non-IO",1,1,100,320,35,1,0,9,0,0,0,1,0,"NA","NA",0,-724,0,81458,"186",0.379,52699,1,13,0,1
"35",5028198,2005,1332.69,154456.8,"446","0","0","0","0","0","0","0","0",1,"r_f",0.5354,0,2005-09-28,2028-09-30,"Non-IO",1,1,120,156,23,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,156952,"402",0.5354,79764,10,3,0,1
"36",5941201,2007,715.9,95496.38,"141","0","0","2","3","9530","0","0","0",1,"r_g",0.8507,0,2007-04-12,2032-04-30,"Non-IO",1,1,101,199,25,1,0,9,0,0,0,2,1.4842,"NA","NA",0,246,0,96774,"130",0.8905,64891,4,7,0,1
"37",3823552,2005,811.7,197744.22,"297","1","35","1","35","0","0","1","0",0,"r_a",0.9182,0,2005-10-17,2032-10-31,"IO",1,1,119,205,27,1,0,9,0,0,0,1,0,"NA","NA",0,-5496,0,198420,"298",0.3665,37983,1,16,0,1
"38",3682722,2004,703.4,185883.99,"505","0","0","0","0","0","0","0","0",0,"r_f",0.5197,0,2004-02-04,2029-02-28,"IO",1,1,139,161,25,1,0,9,0,0,0,1,0,"NA","NA",0,-340,0,185876,"466",0.4768,76864,4,3,0,1
"39",1848311,2005,461.82,116138.43,"307","0","0","0","0","0","0","0","0",1,"r_d",0.7544,0,2005-07-08,2030-07-31,"IO",1,1,122,178,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,116140,"284",0.3814,83603,11,13,0,1
"40",4940776,2003,673.6,52071.48,"229","0","0","1","16","653","0","0","0",0,"r_d",0.248,0,2003-04-14,2019-04-30,"Non-IO",1,1,149,43,16,1,0,9,0,0,0,2,2.5868,"42035","8",0,-12,0,53768,"198",0.4244,55706,8,6,0,1
"41",2429741,2006,661.81,67241.82,"499","0","0","0","0","0","0","0","0",0,"r_e",0.2828,0,2006-05-09,2027-05-31,"Non-IO",1,1,112,140,21,1,0,9,0,0,0,1,0,"NA","NA",0,-4318,0,68932,"418",0.8186,65944,8,3,0,1
"42",1316778,2005,407.9,108203.09,"470","0","0","0","0","0","0","0","0",0,"r_f",0.5069,0,2005-09-13,2022-09-30,"IO",1,1,120,84,17,1,0,9,0,0,0,1,0,"NA","NA",0,-1840,0,108198,"474",0.7312,59361,3,10,0,1
"43",5952964,2007,536,74087.57,"323","0","0","0","0","0","0","0","0",1,"r_i",0.7765,0,2007-05-30,2032-05-31,"Non-IO",1,1,100,200,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,74926,"368",0.8046,40555,3,4,0,1
"44",4699197,2006,267.9,47902.56,"471","0","0","0","0","0","0","0","0",1,"r_g",0.7646,0,2006-08-09,2041-08-31,"Non-IO",1,1,109,311,35,1,0,9,0,0,0,1,0,"NA","NA",0,-210,0,48170,"448",0.383,84997,8,11,0,1
"45",7555242,2005,790.86,101770.69,"268","0","0","0","0","0","0","0","0",1,"r_l",0.6281,0,2005-10-26,2030-10-31,"Non-IO",1,1,119,181,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,103112,"282",0.3791,69251,5,14,0,1
"46",8431952,2005,325.9,37927.29,"350","0","0","0","0","0","0","0","0",1,"r_c",0.4715,0,2005-09-27,2028-09-30,"Non-IO",1,1,120,156,23,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,38536,"492",0.2616,47947,4,11,0,1
"47",4221098,2006,1537.11,209038.72,"208","0","0","1","16","8822","0","0","0",0,"r_i",0.4537,1.7862,2006-05-09,2031-05-31,"Non-IO",2,2,112,188,25,1,0,9,0,0,0,2,2.579,"42216","2",2,3946,2,211990,"188",0.3912,68530,4,15,0,1
"48",5099527,2006,262.15,35837.51,"520","0","0","0","0","0","0","0","0",0,"r_c",0.2252,0,2006-11-17,2031-11-30,"Non-IO",1,1,106,194,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,36278,"520",0.7773,67735,8,8,0,1
"49",7092798,2005,548.8,62054.9,"472","0","0","0","0","0","0","0","0",0,"r_g",0.5702,0,2005-01-04,2028-01-31,"Non-IO",1,1,128,148,23,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,63146,"496",0.609,75187,10,7,0,1
"50",9601371,2005,569.87,143047.4,"411","1","42","1","42","0","0","1","0",0,"r_e",0.4379,0,2005-11-04,2025-11-30,"IO",1,1,118,122,20,1,0,9,0,0,0,1,0,"NA","NA",0,-14,0,143042,"426",0.2729,42463,3,16,0,1
"51",7897365,2006,350.4,56132.38,"502","0","0","0","0","0","0","0","0",1,"r_c",0.5831,0,2006-11-01,2036-11-30,"Non-IO",1,1,106,254,30,1,0,9,0,0,0,1,0,"NA","NA",0,-22,0,56574,"440",0.5942,34169,4,4,0,1
"52",9592828,2005,420.28,52583.18,"477","0","0","0","0","0","0","0","0",1,"r_i",0.59,0,2005-03-24,2030-03-31,"Non-IO",1,1,126,174,25,1,0,9,0,0,0,1,0,"NA","NA",0,-98,0,53332,"482",0.4045,43261,5,9,0,1
"53",6444874,2007,234.4,58669.11,"454","0","0","0","0","0","0","0","0",1,"r_i",0.9577,0,2007-05-25,2032-05-31,"IO",1,1,100,200,25,1,0,9,0,0,0,1,0,"NA","NA",0,-114,0,58516,"464",0.2804,85158,11,15,0,1
"54",1317948,2005,486.83,127534.34,"286","0","0","4","52","19581","0","0","0",0,"r_g",0.8171,0,2005-06-28,2018-06-30,"IO",1,1,123,33,13,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,127550,"250",0.6622,99099,12,2,0,1
"55",3126447,2006,750.56,122569.63,"352","0","0","0","0","0","0","0","0",0,"r_c",0.7675,0,2006-12-12,2036-12-31,"Non-IO",1,1,105,255,30,1,0,9,0,0,0,1,0,"NA","NA",0,-1394,0,123568,"346",0.4056,71356,8,3,0,1
"56",5701893,2005,763.04,84699.66,"490","0","0","0","0","0","0","0","0",0,"r_b",0.345,0,2005-06-01,2035-06-30,"IO",1,1,123,237,30,1,0,9,0,0,0,1,0,"NA","NA",0,-83248,0,96828,"502",0.5673,51156,5,7,0,1
"57",2737041,2006,559.4,100028.26,"494","0","0","0","0","0","0","0","0",1,"r_l",0.7465,0,2006-08-31,2041-08-31,"Non-IO",1,1,109,311,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,100588,"488",0.7428,55501,10,9,0,1
"58",5512049,2005,300.78,53486.58,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"r_g",0.8612,0,2005-05-25,2040-05-31,"Non-IO",1,1,124,296,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,53828,"NA",0.4269,52303,2,4,0,1
"59",2606697,2005,830.37,108209.96,"496","0","0","0","0","0","0","0","0",1,"r_l",0.8239,0,2005-09-27,2030-09-30,"Non-IO",1,1,120,180,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,109672,"526",0.485,88475,10,9,0,1
"60",9912564,2005,548.75,36907,"554","0","0","0","0","0","0","0","0",0,"r_e",0.3999,0,2005-04-28,2022-04-30,"Non-IO",1,1,125,79,17,1,0,9,0,0,0,1,0,"NA","NA",0,-2,0,38354,"534",0.3626,61377,4,11,0,1
"61",3327422,2005,689.23,66844.86,"520","0","0","0","0","0","0","0","0",1,"r_g",0.7404,0,2005-12-02,2025-12-31,"Non-IO",1,1,117,123,20,1,0,9,0,0,0,1,0,"NA","NA",0,-368,0,68316,"520",0.4399,58837,6,7,0,1
"62",5228043,2006,381.4,60529.35,"422","0","0","0","0","0","0","0","0",1,"r_e",0.3145,0,2006-07-27,2036-07-31,"Non-IO",1,1,110,250,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,61018,"422",0.4994,65542,6,3,0,1
"63",3054476,2005,268.94,34456.56,"234","0","0","0","0","0","0","0","0",1,"r_i",0.5746,0,2005-11-04,2030-11-30,"Non-IO",1,1,118,182,25,1,0,9,1,0,0,1,0,"NA","NA",0,0,0,34910,"242",0.9255,72237,6,11,1,0
"64",2946060,2006,521.76,53563.95,"273","0","0","0","0","0","0","0","0",0,"r_i",0.5863,0,2006-07-19,2026-07-31,"Non-IO",1,1,110,130,20,1,0,9,0,0,0,1,0.991,"NA","NA",0,516,0,54928,"356",0.5047,78329,7,5,0,1
"65",3753784,2007,369.86,50344.51,"340","0","0","0","0","0","0","0","0",1,"r_l",0.7844,0,2007-04-11,2032-04-30,"Non-IO",1,1,101,199,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,50934,"350",0.375,64549,5,10,0,1
"66",2103225,2004,1684.1,211631,"403","0","0","0","0","0","0","0","0",0,"r_d",0.6079,0,2004-09-09,2029-09-30,"Non-IO",1,1,132,168,25,1,0,9,0,0,0,1,0,"NA","NA",0,-350,0,214692,"502",0.2717,69469,10,14,0,1
"67",3743439,2007,881.43,161787.35,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"r_h",0.6758,0,2007-05-04,2032-05-31,"Non-IO",1,1,100,200,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,164374,"NA",0.1857,41344,5,11,0,1
"68",4474493,2006,293.8,74471.71,"237","0","0","0","0","0","0","0","0",1,"r_g",0.9678,0,2006-09-13,2031-09-30,"IO",1,1,108,192,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,74458,"224",0.4442,43823,4,7,0,1
"69",1991721,2005,565.1,86507.64,"174","0","0","0","0","0","0","0","0",1,"r_b",0.5827,0,2005-10-18,2035-10-31,"Non-IO",1,1,119,241,30,1,0,9,0,0,0,1,0,"NA","NA",0,-102,0,87268,"202",0.3921,60206,10,11,0,1
"70",3372104,2005,1441.94,170059.01,"528","0","0","0","0","0","0","0","0",0,"r_d",0.3563,0,2005-01-13,2030-01-31,"Non-IO",1,1,128,172,25,1,0,9,0,0,0,1,0,"NA","NA",0,-39898,0,172416,"530",0.5891,67259,6,4,0,1
"71",2471242,2006,455.5,61075.34,"482","0","0","0","0","0","0","0","0",1,"r_e",0.3936,0,2006-08-04,2031-08-31,"Non-IO",1,1,109,191,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,61814,"482",0.6624,53891,4,8,0,1
"72",7889331,2006,678.3,171327.29,"348","0","0","1","69","9550","0","0","0",0,"r_f",0.6167,0,2006-07-25,2031-07-31,"IO",1,1,110,190,25,1,0,9,0,0,0,1,0,"NA","NA",0,-678,0,171300,"314",0.6345,53303,1,8,0,1
"73",3976036,2005,577.02,152248.55,"314","1","45","1","45","0","0","1","0",0,"r_a",1.0457,0,2005-11-16,2028-11-30,"IO",1,1,118,158,23,1,0,9,0,0,0,1,0.8266,"NA","NA",0,476,0,152468,"342",0.4292,71215,6,4,0,1
"74",5168930,2007,837.13,222518.17,"497","0","0","0","0","0","0","0","0",0,"r_d",0.7224,1.5434,2007-01-04,2020-01-31,"IO",2,2,104,52,13,1,0,9,1,0,0,2,1.5434,"NA","NA",0,814,0,221390,"502",0.8483,106892,4,7,1,0
"75",4193714,2003,907.54,87202.81,"318","0","0","0","0","0","0","0","0",0,"r_h",0.7002,0,2003-11-18,2025-11-30,"Non-IO",1,1,142,122,22,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,89212,"278",0.461,55061,5,3,0,1
"76",3884886,2005,459.48,59157.89,"468","0","0","0","0","0","0","0","0",1,"r_c",0.7032,0,2005-11-01,2030-11-30,"Non-IO",1,1,118,182,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,59936,"466",0.5159,47274,5,10,0,1
"77",2699051,2005,516.61,136468.72,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"r_c",0.7783,0,2005-09-13,2025-09-30,"IO",1,1,120,120,20,1,0,9,0,0,0,1,0,"NA","NA",0,-12504,0,136470,"398",0.4202,69071,8,4,0,1
"78",8879788,2006,296.1,28663.61,"538","0","0","0","0","0","0","0","0",1,"r_i",0.3916,0,2006-04-10,2036-04-30,"Non-IO",1,1,113,247,30,1,0,9,0,0,0,1,0,"NA","NA",0,-14044,0,30806,"538",0.636,67670,10,10,0,1
"79",6095005,2005,280.68,36283.08,"308","0","0","0","0","0","0","0","0",1,"r_a",0.5679,0,2005-11-04,2030-11-30,"Non-IO",1,1,118,182,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,36754,"308",0.3518,53258,5,15,0,1
"80",8789301,2005,834.8,73348.69,"278","0","0","0","0","0","0","0","0",1,"r_i",0.5137,1.767,2005-11-28,2024-11-30,"Non-IO",2,2,118,110,19,1,0,9,1,0,0,2,2.9534,"42185","3",2,2466,2,75562,"286",0.6811,41828,3,9,1,0
"81",2462337,2005,360.5,56140.47,"516","0","0","0","0","0","0","0","0",1,"r_l",0.7381,0,2005-11-18,2035-11-30,"Non-IO",1,1,118,242,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,56616,"506",0.2625,76713,8,12,0,1
"82",1873590,2006,359.99,95121.12,"306","0","0","0","0","0","0","0","0",0,"r_e",0.3945,0,2006-12-19,2026-12-31,"IO",1,1,105,135,20,1,0,9,0,0,0,1,0,"NA","NA",0,-434,0,95122,"306",0.3372,46278,4,12,0,1
"83",4049563,2004,79.77,21084.66,"542","0","0","0","0","0","0","0","0",0,"r_i",0.1392,0,2004-11-16,2029-11-30,"IO",1,1,130,170,25,1,0,9,0,0,0,1,0,"NA","NA",0,-2,0,21084,"542",0.8173,44710,4,7,0,1
"84",1062801,2006,346.04,61722.82,"374","0","0","0","0","0","0","0","0",1,"r_e",0.1508,0,2006-09-20,2041-09-30,"Non-IO",1,1,108,312,35,1,0,9,0,0,0,1,0,"NA","NA",0,-8,0,62066,"400",0.6796,83565,7,4,0,1
"85",2871364,2002,1011.6,18549.87,"572","0","0","0","0","0","0","0","0",0,"r_h",0.076,0,2002-04-30,2017-04-30,"Non-IO",1,1,161,19,15,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,21824,"566",0.4023,64341,10,3,0,1
"86",2957269,2006,859.94,114286.13,"343","1","63","0","0","0","1","0","63",0,"r_c",0.7679,0,2006-04-05,2031-04-30,"Non-IO",1,1,113,187,25,1,0,9,0,0,0,1,0,"NA","NA",0,-32,0,115710,"326",0.4106,63858,9,2,0,1
"87",3096903,2005,459.5,115783.16,"343","0","0","0","0","0","0","0","0",1,"r_a",0.8563,0,2005-12-13,2030-12-31,"IO",1,1,117,183,25,1,0,9,0,0,0,1,0,"NA","NA",0,-328,0,115778,"320",0.1868,51120,4,11,0,1
"88",3461114,2005,585.1,91099.96,"440","0","0","0","0","0","0","0","0",1,"r_h",0.7049,0,2005-11-22,2035-11-30,"Non-IO",1,1,118,242,30,1,0,9,0,0,0,1,0,"NA","NA",0,-6,0,91872,"440",0.4031,47712,2,5,0,1
"89",9579301,2006,387.7,98962.7,"205","0","0","0","0","0","0","0","0",1,"r_l",0.898,1,2006-07-13,2036-07-31,"IO",2,2,110,250,30,1,0,9,0,0,0,2,1,"NA","NA",0,388,2,98682,"198",0.8051,66875,7,10,0,1
"90",7089380,2005,479.65,61028.24,"539","0","0","0","0","0","0","0","0",1,"r_e",0.3369,0,2005-08-03,2030-08-31,"Non-IO",1,1,121,179,25,1,0,9,0,0,0,1,0,"NA","NA",0,-366,0,61850,"528",0.3419,50356,2,15,0,1
"91",8047928,2006,286.7,72362.17,"330","0","0","0","0","0","0","0","0",0,"r_i",0.8487,0,2006-06-15,2036-06-30,"IO",1,1,111,249,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,72356,"286",0.6822,52371,5,12,0,1
"92",3620304,2007,681.25,180034.85,"463","0","0","0","0","0","0","0","0",0,"r_d",0.7064,0,2007-04-02,2022-04-30,"IO",1,1,101,79,15,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,180036,"464",0.5816,36280,5,6,0,1
"93",3185148,2003,491.8,134542.32,"391","0","0","0","0","0","0","0","0",0,"r_h",0.7655,0,2003-06-23,2028-06-30,"IO",1,1,147,153,25,1,0,9,0,0,0,1,0,"NA","NA",0,-6,0,134540,"428",0.4526,71063,8,11,0,1
"94",4561644,2005,609.57,77198.25,"448","0","0","0","0","0","0","0","0",0,"r_g",0.7519,0,2005-03-02,2030-03-31,"Non-IO",1,1,126,174,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,78302,"434",0.775,59913,7,6,0,1
"95",8168188,2006,520.47,131008.93,"163","0","0","1","18","1897","0","0","0",0,"r_g",1.0179,0,2006-05-03,2036-05-31,"IO",1,1,112,248,30,1,0,9,0,0,0,1,0,"NA","NA",0,-4992,0,131116,"152",0.6415,74054,7,4,0,1
"96",1438370,2003,139.85,7044.52,"532","0","0","0","0","0","0","0","0",0,"r_m",0.0617,0,2003-05-27,2020-05-31,"Non-IO",1,1,148,56,17,1,0,9,0,0,0,1,0,"NA","NA",0,-1530,0,7438,"554",0.1786,92129,6,13,0,1
"97",5536165,2002,487.4,31945.3,"473","0","0","0","0","0","0","0","0",0,"r_d",0.0834,0,2002-01-16,2022-01-31,"Non-IO",1,1,164,76,20,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,33236,"484",0.5432,61791,4,4,0,1
"98",1254551,2007,441.8,104281.42,"266","0","0","0","0","0","0","0","0",1,"r_d",0.7655,0,2007-02-15,2032-02-29,"IO",1,1,103,197,25,1,0,9,0,0,0,1,0,"NA","NA",0,-5682,0,104996,"266",0.5304,47145,2,4,0,1
"99",2886950,2006,933,75229.34,"350","0","0","0","0","0","0","0","0",0,"r_i",0.4224,0,2006-09-21,2023-09-30,"Non-IO",1,1,108,96,17,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,77484,"350",0.4072,89038,11,5,0,1
